0;0
1;не число
2;не число
3;не число
4;не число
5;не число
6;не число
7;не число
8;не число
9;не число
10;не число
11;не число
12;не число
13;не число
14;не число
15;не число
16;не число
17;не число
18;не число
19;не число
20;не число
21;не число
22;не число
23;не число
24;не число
25;не число
26;не число
27;не число
28;не число
29;не число
30;не число
31;не число
32;не число
33;не число
34;не число
35;не число
36;не число
37;не число
38;не число
39;не число
40;не число
41;не число
42;не число
43;не число
44;не число
45;не число
46;не число
47;не число
48;не число
49;не число
50;не число
51;не число
52;0
53;0
54;не число
55;не число
56;не число
57;0
58;не число
59;не число
60;не число
61;не число
62;не число
63;0
64;не число
65;не число
66;0
67;не число
68;0
69;0
70;0
71;0
72;0
73;0
74;0
75;0
76;0
77;0
78;0
79;0
80;0
81;0
82;0
83;0
84;0
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0
93;0
94;0
95;0
96;0
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;1
119;1
120;1
121;1
122;1
123;1
124;1
125;1
126;1
127;1
128;1
129;1
130;1
131;1
132;1
133;1
134;1
135;1
136;1
137;1
138;1
139;1
140;1
141;1
142;1
143;1
144;1
145;1
146;1
147;1
148;1
149;1
150;1
151;1
152;1
153;1
154;1
155;1
156;1
157;1
158;1
159;1
160;1
161;1
162;1
163;1
164;1
165;1
166;1
167;1
168;1
169;1
170;1
171;1
172;1
173;1
174;1
175;1
176;1
177;1
178;1
179;1
180;1
181;1
182;1
183;1
184;1
185;1
186;1
187;1
188;1
189;1
190;1
191;1
192;1
193;1
194;1
195;1
196;1
197;1
198;1
199;1
200;1
201;1
202;1
203;1
204;1
205;1
206;1
207;1
208;1
209;1
210;1
211;1
212;1
213;1
214;1
215;1
216;1
217;1
218;1
219;1
220;1
221;1
222;1
223;1
224;1
225;1
226;1
227;1
228;1
229;1
230;1
231;1
232;1
233;1
234;1
235;1
236;1
237;1
238;1
239;1
240;1
241;1
242;1
243;1
244;1
245;1
246;1
247;1
248;1
249;1
250;1
251;1
252;1
253;1
254;1
255;1
256;1
257;1
258;1
259;1
260;1
261;1
262;1
263;1
264;1
265;1
266;1
267;1
268;1
269;1
270;1
271;1
272;2
273;2
274;2
275;2
276;2
