0;0
1;не число
2;не число
3;не число
4;не число
5;не число
6;не число
7;не число
8;0
9;не число
10;не число
11;не число
12;не число
13;не число
14;не число
15;не число
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;2
65;2
66;2
67;2
68;2
69;2
70;2
71;2
72;2
73;2
74;2
75;2
76;2
77;2
78;2
79;2
80;2
81;2
82;2
83;2
84;2
85;2
86;2
87;2
88;2
89;2
90;2
91;2
92;2
93;2
94;2
95;2
96;2
97;2
98;2
99;2
100;2
101;2
102;2
103;2
104;2
105;2
106;2
107;2
108;2
109;2
110;2
111;2
112;2
113;2
114;2
115;2
116;2
117;2
118;2
119;2
120;2
121;2
122;2
123;2
124;2
125;2
126;2
127;2
128;3
129;3
130;3
131;3
132;3
133;3
134;3
135;3
136;3
137;3
138;3
139;3
140;3
141;3
142;3
143;3
144;3
145;3
146;3
147;3
148;3
149;3
150;3
151;3
152;3
153;3
154;3
155;3
156;3
157;3
158;3
159;3
160;3
161;3
162;3
163;3
164;3
165;3
166;3
167;3
168;3
169;3
170;3
171;3
172;3
173;3
174;3
175;3
176;3
177;3
178;3
179;3
180;3
181;3
182;3
183;3
184;3
185;3
186;3
187;3
188;3
189;3
190;3
191;3
192;3
193;3
194;3
195;3
196;3
197;3
198;3
199;3
200;3
201;3
202;3
203;3
204;3
205;3
206;3
207;3
208;3
209;3
210;3
211;3
212;3
213;3
214;3
215;3
216;3
217;3
218;3
219;3
220;3
221;3
222;3
223;3
224;3
225;3
226;3
227;3
228;3
229;3
230;3
231;3
232;3
233;3
234;3
235;3
236;3
237;3
238;3
239;3
240;3
241;3
242;3
243;3
244;3
245;3
246;3
247;3
248;3
249;3
250;3
251;3
252;3
253;3
254;3
255;3
256;6
257;6
258;6
259;6
260;6
261;6
262;6
263;6
264;6
265;6
266;6
267;6
268;6
269;6
270;6
271;6
272;6
273;6
274;6
275;6
276;6
277;6
278;6
279;6
280;6
281;6
282;6
283;6
284;6
285;6
286;6
287;6
288;6
